Protein.Group	C:\DIA-NN\AOESB2025\THF-2-01.mzML	C:\DIA-NN\AOESB2025\THF-2-02.mzML	C:\DIA-NN\AOESB2025\THF-2-03.mzML	C:\DIA-NN\AOESB2025\THF-2-04.mzML	C:\DIA-NN\AOESB2025\THF-2-05.mzML	C:\DIA-NN\AOESB2025\THF-2-06.mzML	C:\DIA-NN\AOESB2025\THF-2-07.mzML	C:\DIA-NN\AOESB2025\THF-2-08.mzML	C:\DIA-NN\AOESB2025\THF-2-09.mzML	C:\DIA-NN\AOESB2025\THF-2-10.mzML	C:\DIA-NN\AOESB2025\THF-2-11.mzML	C:\DIA-NN\AOESB2025\THF-2-12.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-01.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-02.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-03.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-04.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-05.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-06.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-07.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-08.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-09.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-10.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-11.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-12.mzML
Q0K9H4	5564580.04196809	4860716.15347643	4764111.8116535	10126978.318453	8970009.39273823	10547496.6837894	14230169.3613123	15066589.8183797	16040476.1741713	1737793.07094834	NA	NA	3	2	2	3	3	3	4	3	3	2	0	0
Q0K9H5	109517704.118507	112996236.36068	116919582.355541	82463919.7511328	89628989.9201459	87901677.7690057	86168903.7277506	86593620.1160099	85054632.0346201	139561957.876077	141342696.083262	143884148.443142	39	42	43	24	36	24	38	36	35	40	41	40
Q0K9H6	4267318.77944615	3621423.65194056	3203064.66436921	4949135.84929138	4799714.14382481	6565686.75797123	3251091.9339426	4286658.54462049	4054214.21198076	1745601.75505423	1848575.579269	1507892.86650021	3	3	2	3	3	3	3	3	3	1	1	2
Q0K9H7	NA	NA	NA	5168355.58773607	5696287.18246837	4468275.96854845	17040100.5933435	23100325.0253604	22113922.8769584	2780477.13647486	3199658.69720031	3995349.41254573	0	0	0	5	3	4	6	6	6	1	2	2
Q0K9H9	NA	NA	NA	NA	NA	NA	1733980	2781110	2247290	NA	NA	NA	0	0	0	0	0	0	1	1	1	0	0	0
Q0K9I5	3999490	3524140	3254510	16243100	12741400	16098700	7686770	9037460.00000001	9771899.99999999	5328630	5202490	5148220	1	1	1	1	1	1	1	1	1	1	1	1
Q0K9I7	1215016.87422922	1417197.49456107	1326615.32999836	6225771.71394266	6927487.56090028	6075828.4867578	4123937.49471266	5776135.19308568	5591210.65151568	5116296.54218301	4806495.11672563	4989593.90747294	2	1	3	3	3	3	3	3	3	3	3	3
Q0K9I8	3830163.34205809	5197723.92936701	5776753.81459203	6565527.56689355	9466114.14317522	5528236.54628335	11666055.9850472	16570264.7058972	16365143.5408356	15474961.2514937	15763027.926784	17117394.7454425	2	3	3	2	4	3	5	5	5	5	5	5
Q0K9J1	18518431.3300168	17151892.2490131	16887013.7603954	24848193.1332244	21906067.558265	22332073.6467872	24172009.4864063	22652726.967467	22385901.1604522	7009966.22198518	7128194.67517616	7246290.31100809	7	8	8	6	8	7	7	8	8	7	6	6
Q0K9J3	83896398.2522402	85763138.6940171	84440687.8874495	55033619.3927823	58843051.920609	55163513.3146223	74470627.7342402	80430584.5286551	76335968.9296919	80050608.2197606	82816911.9512205	83469986.1199905	12	12	13	8	11	10	13	13	12	12	12	13
Q0K9J4	115136129.220891	134325284.152764	153854363.449429	85671566.7557495	103603674.673048	78847907.6405981	131998393.309698	157515670.021037	146341575.25383	89519735.2614282	86069157.9369681	88857378.0119884	13	12	15	12	12	11	14	15	15	12	13	13
Q0K9J5	27103454.5500079	26161313.5694694	24008753.6226362	10374426.7309806	10456234.0353217	11589921.2949434	23534374.9049871	21962963.5423591	23222431.0603374	26648628.596866	24179732.0845656	22961878.6801899	7	7	7	5	5	5	6	7	7	7	7	7
Q0K9J7	11051475.3009196	10430155.2644579	9866313.83761111	11455128.8118185	NA	10173087.789314	13782371.4635273	14866373.4114841	16222002.5375028	420093408.109847	424007310.145685	426338211.821801	5	6	6	2	0	5	4	3	3	37	37	37
Q0K9K3	18446883.9023477	21111036.7647621	23325554.2292106	NA	4579264.22121044	NA	5790843.4787235	6989856.56854634	7314723.77703833	59022768.4230948	59747577.0712058	60375238.3152392	5	6	7	0	2	0	2	3	3	8	9	9
Q0K9K4	481962455.79778	440890222.408091	395547099.314935	673135915.21727	533802188.444603	609292435.447241	649029451.509453	563480430.326116	581177819.320185	476444579.319401	439417429.943778	483036545.907357	12	12	11	12	13	11	12	11	12	12	11	11
Q0K9K5	41254200.9147211	37335532.201632	35237126.6029642	26695268.4962327	24105727.7295896	27742650.1594347	24917444.2860958	24195581.4973179	25540636.7425594	67269461.3663088	65630020.8639951	61892692.6947119	14	14	14	11	13	11	13	12	14	15	15	15
Q0K9K6	2890761.0169075	3477630.97320759	3153777.64661661	NA	4046341.56254761	1651427.96679201	1956240.72534044	2511112.33381219	1636533.70474617	12952764.2695657	13180743.6237526	13558112.6179623	2	4	5	0	1	1	1	2	2	7	7	7
Q0K9K7	870829526.681471	792978645.366917	766704552.147473	348021672.514379	319059179.569978	361759307.115489	460635121.002274	401011566.09151	406811055.111483	4489308446.48453	4216927199.04368	4059552321.02736	38	41	44	32	31	26	38	38	35	60	59	60
Q0K9K8	15518368.7066158	15053299.5604899	13905739.1556624	26721282.5033622	22732059.7597449	24472382.0109538	28052967.4593056	23608073.4398176	24665827.7989406	10035902.9323518	11407028.2253404	11082891.1161405	5	5	6	3	6	6	7	7	5	4	4	4
Q0K9K9	165876348.575189	137807846.3367	127968355.178546	193749534.496924	159557864.979725	206641074.575639	280346651.796544	240007891.025514	274790360.166166	112508099.752314	113807072.356638	104236991.141021	12	13	13	12	13	14	15	15	15	14	13	14
Q0K9L0	9683746.57863062	7154771.36558449	8458813.87467951	19984143.0682811	19898622.053272	19404686.731628	24707419.0948012	11936562.2176094	21431745.4115772	NA	NA	867393.731854333	3	2	2	4	4	3	4	4	4	0	0	1
Q0K9L1	62172470.6058783	49724966.641183	66766185.8871015	111140132.220472	153303587.158561	122704643.694434	175186145.862888	123812787.294036	181119681.880946	NA	NA	NA	11	10	12	14	16	13	15	15	16	0	0	0
Q0K9L3	42005123.3288387	40788150.3551395	41037927.232052	122529789.39585	121926056.969451	127807955.012339	96313244.2318911	93474199.0410446	87742457.1602	1412720673.74222	1366175623.97957	1410389301.46789	14	15	15	15	16	17	18	17	17	49	50	50
Q0K9L6	4411080	3509170	3655490	NA	NA	NA	NA	NA	4238760	4234170	4038420	3606590	1	1	1	0	0	0	0	0	1	1	1	1
Q0K9L7	NA	NA	NA	NA	NA	NA	NA	NA	NA	551264	657423	1083140	0	0	0	0	0	0	0	0	0	1	1	1
Q0K9M0	NA	486803	508988	NA	343898	NA	NA	332832	NA	NA	NA	NA	0	1	1	0	1	0	0	1	0	0	0	0
Q0K9M1	5743334.15026309	6190499.74925681	8502877.83621357	NA	8633827.76154494	9767656.52051931	5419218.30421648	8597806.50440936	8633792.85087437	11298057.7032417	11107225.6547985	9579302.85962548	2	1	1	0	1	1	1	2	1	2	2	2
Q0K9M2	2075021.31321383	2750666.05553537	2968884.25490623	NA	2095014.59133551	NA	2226516.82379562	2800069.95746227	1997029.65305257	3212928.02866001	3330455.00897577	3191958.8552713	2	2	2	0	2	0	2	2	2	2	2	2
Q0K9M4	NA	NA	NA	NA	742487	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0
Q0K9N4	NA	NA	NA	NA	NA	NA	NA	NA	800875.70819943	1278012.7913915	1198934.97823037	2959456.84997561	0	0	0	0	0	0	0	0	1	1	2	3
Q0K9N8	NA	NA	2377670	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0
Q0K9P5	NA	NA	NA	NA	3190423.06740964	NA	NA	NA	NA	2937418.54315886	3517054.81418022	4429789.67665346	0	0	0	0	1	0	0	0	0	3	3	3
Q0K9P7	10907489.1571447	10567093.2640879	10887095.05976	25429757.8295521	26303789.5149933	27854189.8140205	7740715.16127284	8876418.66287085	8425111.77857565	15985234.2211022	16874873.9364992	17355296.7914314	4	5	4	6	6	6	4	5	5	5	5	5
Q0K9Q0	10228626.8970615	8964732.30498305	8608302.73516645	13789106.9506978	14065775.2150309	16742760.985218	17374430.8946477	14399152.2390029	14809015.7308399	8131386.97629691	7716674.64119637	9196935.23262431	2	4	2	2	4	2	4	4	4	3	2	3
Q0K9Q2	5806197.06430953	7586074.69023895	7425523.1726002	8338635.72365859	9457092.58867478	8865630.00004251	7032940.67817324	8930481.50929125	8998091.05176376	NA	NA	NA	2	2	2	2	2	1	2	2	2	0	0	0
Q0K9Q3	119181322.257156	118399866.533153	129395003.696073	110123354.473224	121971864.373385	109257972.614292	101956737.272888	127307177.312656	115211965.982412	1970662.82965319	2207302.1029	2200360.18064154	13	14	15	12	13	12	13	14	14	1	4	3
Q0K9Q5	2822110	5109510	2743360	NA	NA	3445340	1685270	1510790	NA	NA	NA	NA	1	1	1	0	0	1	1	1	0	0	0	0
Q0K9R2	NA	1607691.56243549	1726620.13063773	8137080.09045817	10365431.181812	13442509.5240064	8682477.5057128	9397072.32131595	9255148.15826247	NA	NA	NA	0	1	1	1	4	2	4	4	4	0	0	0
Q0K9R3	24273613.8858718	27478781.7759208	30328521.0117947	70321464.333758	78910103.5425073	72883824.1264504	53644711.0019695	54201968.1518012	52576199.3092002	33111838.617829	39241295.8214745	45228986.4420509	14	14	14	16	15	15	17	16	16	14	15	14
Q0K9R4	NA	NA	NA	9568626.00658065	16246997.9450163	17100275.7514355	NA	11800082.7466293	10990971.6655861	NA	582847.836473488	3540814.88705627	0	0	0	2	2	3	0	2	2	0	1	2
Q0K9R7	9305999.42296323	11527135.9893384	10568365.1902476	14697943.9415934	14937130.8334301	15289129.2332764	30139127.6135314	25722004.8260008	24569466.4169092	3200532.58245411	2854754.00159658	3780588.91516326	8	7	8	9	10	9	11	13	11	2	3	3
Q0K9R8	NA	13879268.106064	NA	42077474.2007836	20676341.8099862	79975621.66454	25412801.6795122	26654701.7765634	36576195.3914386	NA	NA	NA	0	2	0	2	2	2	2	2	2	0	0	0
Q0K9S0	6364265.06072585	7222431.47279677	7333411.66523201	3757545.58671828	6709668.95722502	6370890.00010904	4941573.00439181	6001902.24123397	5773452.00901453	9032719.67901182	9023068.930756	9538181.85627936	3	3	4	2	4	1	3	3	3	3	4	4
Q0K9S2	19884426.1881447	16751838.7484155	20071069.718313	72208854.6871357	77034811.1861767	70818467.5012259	41360590.6913092	46647721.2675594	37615972.8155636	15415866.0787205	13590234.1123789	11855947.9194506	6	6	4	9	9	10	8	8	9	3	3	4
Q0K9S3	14298777.0640735	9832440.11255732	7131477.051135	41968047.5510605	27020466.9192009	39774040.5386579	18153006.2529826	14806190.4462677	16637141.1872475	NA	NA	NA	3	3	4	9	8	8	6	8	5	0	0	0
Q0K9S4	8890572.94319693	8371084.6118895	7293767.59828422	40380767.6522887	34435351.33691	38506287.9148475	17311617.9828964	16846220.5579081	17735691.579401	2476166.30957463	2774360.75017157	2657792.93788299	5	8	8	12	12	11	11	11	11	5	4	2
Q0K9S5	2869428.65813163	5151986.25214997	5438133.32274202	8164058.19803734	8316196.995938	7576655.6906625	5863416.6861354	6599879.82148332	5031098.62643861	NA	9456866.23271343	NA	3	2	2	3	4	4	5	3	5	0	1	0
Q0K9S6	715064.198266126	1273569.09130747	1321919.88290137	4560996.20420151	4955216.67612444	4744590.53965128	2848984.91193562	2710593.74094058	2544769.10744989	NA	NA	NA	1	2	3	3	3	3	3	3	3	0	0	0
Q0K9S7	5304955.67968131	4890064.81535119	4505789.02741299	19155573.5856049	16653959.0758972	19603157.8006629	10345912.3672881	9125259.87702012	10277345.1436894	NA	NA	NA	2	2	2	2	2	2	2	2	2	0	0	0
Q0K9S9	2216454.62713882	2904182.05915718	2126052.87216893	11711028.8753668	8889810.54164457	12026127.0012932	5428565.13495656	4692348.89733113	5223281.64080805	NA	NA	NA	2	3	3	3	3	3	3	3	3	0	0	0
Q0K9T2	NA	480266.999998873	670782.999998426	1570794.77753036	1480197.41000572	1830816.47802994	1083289.99999746	770094.948239886	1358585.34133138	NA	NA	NA	0	1	1	2	2	2	1	2	2	0	0	0
Q0K9T3	3227029.99999284	2327968.57266047	NA	4864370.71478639	4240624.83423382	8209051.48301538	4837819.30330934	2881390.98003052	2900869.1284714	NA	NA	NA	1	2	0	2	2	2	2	2	2	0	0	0
Q0K9T4	NA	NA	NA	2919470.04730759	2874340.51065944	3168584.4259926	4170764.39628515	3413633.70721759	3904629.15023393	NA	NA	NA	0	0	0	2	2	1	2	2	2	0	0	0
Q0K9T5	3866704.44832469	4239374.36725925	4249733.9033726	4618954.00623875	5940202.28217279	6015138.19740537	5008371.17389689	5247730.07841357	5522322.7961138	2035730.47471153	1700617.34947755	2413266.90464321	5	5	5	2	5	3	5	5	5	2	2	2
Q0K9T7	2470850	2187120	NA	NA	NA	5984700	NA	3349480	3023260	NA	NA	NA	1	1	0	0	0	1	0	1	1	0	0	0
Q0K9U0	5056103.32669352	3669246.56336389	3132715.09517369	4333758.54798048	8450261.43473016	NA	NA	3684635.74819202	NA	2752277.11943382	2388547.1862479	1903151.20344328	1	2	2	1	1	0	0	1	0	2	2	1
Q0K9U5	7383219.99999999	6537400	5654510	3527630	4219020	NA	7237570	6312370	6814540	NA	NA	NA	1	1	1	1	1	0	1	1	1	0	0	0
Q0K9U7	846279704.155179	832412825.210059	764780481.488821	459072537.545411	415559417.40118	464098218.26501	675472075.747704	657791578.55804	692065569.150149	2442006123.17041	2508360579.40935	2718332397.45078	30	29	29	21	23	22	30	27	27	34	34	31
Q0K9U9	NA	NA	NA	NA	NA	NA	348829	486587	624999	512657	NA	NA	0	0	0	0	0	0	1	1	1	1	0	0
Q0K9V0	NA	NA	696670	NA	NA	NA	363677	641542	443266	NA	NA	NA	0	0	1	0	0	0	1	1	1	0	0	0
Q0K9V1	32855271.3323555	31398993.8529221	28758414.7359052	34138071.2840803	30178444.5579742	33642798.5845312	27889826.0316769	26727941.1734765	26472256.760527	23923646.8744921	24220227.2494889	22489498.799254	8	8	8	6	8	6	8	8	8	6	6	7
Q0K9V2	NA	2163807.75073375	3215784.66391483	NA	2453036.24142609	NA	876378.970045362	1818042.3206967	1119153.09284265	NA	1349745.32908794	1894392.76508083	0	2	2	0	1	0	1	1	2	0	1	2
Q0K9V3	111980000	123135000	119032000	151959000	144087000	150855000	196111000	NA	218842000	NA	NA	NA	1	1	1	1	1	1	1	0	1	0	0	0
Q0K9V4	97826993.210365	75397304.6013872	62682069.7265576	73122403.6333711	54408937.2354026	77852614.029112	82888452.2108578	69640675.6459881	71415781.9556573	85819984.4313552	81657138.6384899	75899173.7082686	5	4	4	3	3	4	4	4	4	5	5	5
Q0K9V5	37249890.0447699	35849365.7469013	32117016.7088699	35643291.515559	30217783.6523099	34964638.0375894	39184756.5291965	41157230.1468195	41035622.6421409	33810664.9143507	34478489.0693186	33413543.8991845	6	6	7	7	7	6	7	8	8	7	5	7
Q0K9V6	12747422.0616887	17426971.8110007	17515996.719143	21302595.2795591	29913575.0867997	17011794.9180165	23608389.9081958	26485617.8009798	23265156.0412603	17563515.6469824	15464874.6749531	17738090.7192148	4	3	5	3	5	3	3	5	5	4	3	4
Q0K9V7	8042693.56689391	6441594.22806925	4897238.16457891	13454993.4623017	9396716.40830739	12429161.2648154	10871083.1099976	9449117.71950437	9685200.48840933	5082104.24438864	4019461.58156665	4565313.03476381	2	2	2	2	2	2	2	2	2	2	2	2
Q0K9V8	5026380	4883890	4426310	NA	NA	NA	7014220	7120890	7168130	NA	NA	NA	1	1	1	0	0	0	1	1	1	0	0	0
Q0K9V9	136771610.554807	137133507.038027	135831503.21859	106628774.337524	106907329.322458	109955866.62013	137778301.348422	135775354.734778	137359705.397726	162857275.538225	165101989.209689	161446322.078537	18	18	19	15	18	17	17	19	19	18	19	17
Q0K9W0	19421001.353226	18319456.1622205	17566240.6107131	15828675.7773014	13238678.752145	14643108.1469589	17308065.5131834	16897837.6837933	16742978.5799564	26988616.5388176	27623377.8364329	27713365.9765078	11	11	11	6	11	9	10	10	10	11	11	11
Q0K9W1	1569179.99999605	1874942.72120194	2437099.99999388	NA	NA	NA	2828769.99999289	NA	2877994.05946231	2519380.11392178	2297454.51577367	2533726.44332975	1	2	1	0	0	0	1	0	2	2	2	2
Q0K9W6	11614201.4049992	14195441.7959677	14684309.8810094	7589533.15862003	15611954.6804595	17214213.9084508	20562322.0509516	24439819.9479074	20144248.1031278	NA	NA	4930016.82554254	5	5	5	2	3	1	4	4	4	0	0	2
Q0K9W8	30507403.524219	24130999.1020919	20939624.8833918	26136804.7154159	20452619.6457875	27736776.3820392	27588977.4069969	23054910.1848543	24759070.9057679	35779296.2328299	33241851.1557849	32384948.1347684	5	5	5	4	4	3	5	4	4	5	5	5
Q0K9W9	7711036.12171537	7122142.68409625	6572347.93363334	8425720.00014479	5870761.10730187	9346401.72797089	7891734.51141177	7092691.13423589	6879166.94350207	6229840.00010705	4887531.07185037	6077040.00010443	2	2	2	1	2	2	2	2	2	1	2	1
Q0K9X0	13133980.7825095	12427859.2798533	12462555.1896862	9769293.61848207	9179174.74999883	9198890.78991014	10686324.6502753	10250350.7990743	10592840.9674093	11439202.2585318	12000874.1670265	12498200.497638	6	6	5	4	5	4	5	5	5	5	6	5
Q0K9X1	2525036.77849237	2661649.04673119	1887405.9790871	2311249.63252307	3250112.79737143	2553599.62077337	2468448.92400571	NA	1606835.30475895	3612636.85355074	3197007.36909185	2549588.20495937	2	1	1	2	1	1	2	0	1	2	2	1
Q0K9X2	15368961.71115	16616455.3742845	19940453.4446279	9846902.4194791	12764542.8903052	9379637.87338387	19732727.3812998	21583179.7549817	21504648.6083607	16094588.0445702	18525394.4262838	19306291.0113234	9	10	12	6	4	4	10	11	8	8	9	9
Q0K9X5	2838266.2819091	5041009.07684682	4835101.77031705	3509779.9615222	4687683.52602763	2985103.42706982	5049996.83570099	5421197.85858939	5330508.07145908	2507170.91145126	2651897.1178283	2762966.44362748	3	3	2	3	1	1	2	2	1	2	1	2
Q0K9X6	NA	2906680	2137650	NA	NA	1927930	1999270	1683550	NA	NA	2268010	NA	0	1	1	0	0	1	1	1	0	0	1	0
Q0K9X7	16390357.0273653	13187843.3860615	11707658.3211287	15725378.1086066	12292480.4376525	16629549.002543	17091059.6586834	14414013.7466054	15657214.1256181	8337624.41767159	8221429.85515258	7507503.60606667	6	6	5	6	6	5	5	5	5	5	5	5
Q0K9X8	4703715.06339273	4864502.99937508	5849287.04700244	NA	4045359.69828695	3098247.40152746	6332861.20696751	6969095.25892572	6240464.71263434	2004470.00003214	1749113.33332268	2426191.99584867	3	3	3	0	2	2	3	3	3	1	2	2
Q0K9Y0	4760473.17611735	6080645.67277375	5459709.67771517	6165910.69493225	6984961.46719806	6708151.68378906	5912284.88763577	6126012.0957051	5886485.57212912	3749993.90882495	3700277.32097532	3239745.01264616	9	7	10	7	8	6	10	11	10	7	5	7
Q0K9Y1	14218493.0533183	5454102.19700487	3709583.56998262	4624740.00007686	3122900.0000519	10311800.0001714	3219825.89220827	3002680.58968229	3032509.66535174	3159142.53021965	3755500.00006241	2177893.80972857	2	2	2	1	1	1	2	2	2	2	1	2
Q0K9Y3	4311970.78765014	4611732.32339344	4699017.34320883	5402309.78612036	4508352.20113861	5328820.69843379	4841123.16952134	4894362.28394739	4137229.30997517	3116029.16828425	2646707.73312461	2139477.59716139	3	3	3	2	3	2	3	3	3	3	3	3
